Outcode,YearBin,min,max,mean,median
CF15,1995 - 2004,34500.0,800000.0,119356.88,92750.0
CF15,2005 - 2014,49300.0,540000.0,216191.1,204000.0
CF15,2015 +,400.0,930000.0,291003.45,262500.0
CF2,1995 - 2004,25000.0,155000.0,66966.15789473684,52700.0
CF2,2005 - 2014,75000.0,465000.0,166000.0,95000.0
CF2,2015 +,115000.0,6000000.0,846055.5555555555,200000.0
CF23,1995 - 2004,16000.0,425000.0,119608.85,90000.0
CF23,2005 - 2014,39865.0,755000.0,225323.29,187475.0
CF23,2015 +,70000.0,38480000.0,640696.15,221500.0
CF24,1995 - 2004,24000.0,300000.0,87548.95,75000.0
CF24,2005 - 2014,54000.0,445000.0,160013.35,151500.0
CF24,2015 +,12000.0,5005000.0,237215.39,186500.0
CF3,1995 - 2004,15400.0,295000.0,82183.7,67712.5
CF3,2005 - 2014,60000.0,545000.0,154027.42,134250.0
CF3,2015 +,66000.0,6357000.0,265585.73,185000.0
CF31,1995 - 2004,17000.0,233265.0,85823.82,74000.0
CF31,2005 - 2014,65000.0,315000.0,149617.48,139000.0
CF31,2015 +,150.0,525000.0,188889.21,170000.0
CF32,1995 - 2004,8000.0,620000.0,58285.85,43250.0
CF32,2005 - 2014,22000.0,310000.0,122361.5,100000.0
CF32,2015 +,7050.0,1116650.0,168352.85,134950.0
CF33,1995 - 2004,11200.0,227500.0,65084.8,58975.0
CF33,2005 - 2014,30000.0,300000.0,121241.26,116000.0
CF33,2015 +,7370.0,1250000.0,173807.0,149000.0
CF34,1995 - 2004,5500.0,159000.0,50416.64,45000.0
CF34,2005 - 2014,12000.0,490000.0,99557.53,80500.0
CF34,2015 +,37000.0,420000.0,117765.11,100000.0
CF35,1995 - 2004,16380.0,433000.0,92602.95,73500.0
CF35,2005 - 2014,59000.0,950000.0,176417.09,159997.5
CF35,2015 +,87000.0,690000.0,216852.6,190000.0
CF36,1995 - 2004,2385.0,295000.0,99676.67,90500.0
CF36,2005 - 2014,58000.0,950000.0,215998.95,188275.0
CF36,2015 +,12000.0,2500000.0,273296.0,230000.0
CF37,1995 - 2004,10000.0,570000.0,51734.9,40000.0
CF37,2005 - 2014,30000.0,238500.0,98978.25,95000.0
CF37,2015 +,51950.0,1000000.0,145592.95,124225.0
CF38,1995 - 2004,24500.0,230000.0,80530.1,71500.0
CF38,2005 - 2014,29000.0,422920.0,141973.45,128500.0
CF38,2015 +,4500.0,450000.0,187446.3,159975.0
CF39,1995 - 2004,12000.0,208000.0,53973.3,43375.0
CF39,2005 - 2014,30000.0,340000.0,102286.72,84500.0
CF39,2015 +,2500.0,1150000.0,135145.8,108500.0
CF4,1995 - 2004,31000.0,705000.0,117746.42857142857,69000.0
CF4,2005 - 2014,160000.0,1200000.0,763333.3333333334,930000.0
CF4,2015 +,,,,
CF40,1995 - 2004,1000.0,80000.0,31772.1,30000.0
CF40,2005 - 2014,25000.0,340000.0,78469.53,70000.0
CF40,2015 +,20000.0,350000.0,91655.34,78750.0
CF41,1995 - 2004,6000.0,110000.0,31541.31,29375.0
CF41,2005 - 2014,25000.0,215000.0,74135.75,66500.0
CF41,2015 +,20000.0,370000.0,98345.9,85500.0
CF42,1995 - 2004,4800.0,135000.0,31327.4,28000.0
CF42,2005 - 2014,25000.0,235000.0,76778.7,67750.0
CF42,2015 +,5000.0,330000.0,96221.24,78500.0
CF43,1995 - 2004,6000.0,127000.0,25186.11,21000.0
CF43,2005 - 2014,17000.0,106000.0,53173.72,50000.0
CF43,2015 +,20000.0,205000.0,68426.54,64500.0
CF44,1995 - 2004,7500.0,149995.0,43669.3,32750.0
CF44,2005 - 2014,18000.0,815000.0,98414.25,82250.0
CF44,2015 +,12000.0,253600.0,108540.05,92750.0
CF45,1995 - 2004,2000.0,115000.0,33727.0,29725.0
CF45,2005 - 2014,10000.0,675000.0,75770.97,64650.0
CF45,2015 +,25000.0,244950.0,91969.83,80250.0
CF46,1995 - 2004,5750.0,196000.0,50252.27,42075.0
CF46,2005 - 2014,21000.0,295000.0,110924.55,93975.0
CF46,2015 +,28000.0,475000.0,160056.25,130000.0
CF47,1995 - 2004,7500.0,152950.0,50457.3,38975.0
CF47,2005 - 2014,18500.0,197000.0,91686.15,86750.0
CF47,2015 +,26000.0,426000.0,114864.28,95000.0
CF48,1995 - 2004,4000.0,167500.0,47313.78,37500.0
CF48,2005 - 2014,25000.0,249995.0,112523.71,101250.0
CF48,2015 +,12000.0,520000.0,120737.45,93250.0
CF5,1995 - 2004,13000.0,285000.0,84554.83,69975.0
CF5,2005 - 2014,55000.0,500000.0,177872.5,160000.0
CF5,2015 +,266.0,1010000.0,245801.82,218497.5
CF61,1995 - 2004,20000.0,250000.0,87124.75,79500.0
CF61,2005 - 2014,72900.0,428000.0,189596.13,170500.0
CF61,2015 +,3300.0,3991636.0,290610.01,240525.0
CF62,1995 - 2004,17000.0,290000.0,87561.45,63247.5
CF62,2005 - 2014,38640.0,429950.0,150034.4,135500.0
CF62,2015 +,12000.0,932607.0,222802.72,202897.5
CF63,1995 - 2004,11500.0,187000.0,62543.25,51000.0
CF63,2005 - 2014,50000.0,249950.0,124578.95,117750.0
CF63,2015 +,80000.0,3582000.0,196000.2,140000.0
CF64,1995 - 2004,21000.0,520000.0,126370.4,98000.0
CF64,2005 - 2014,90000.0,900000.0,239488.9,196750.0
CF64,2015 +,20000.0,960000.0,337896.2,291250.0
CF7,1995 - 2004,41000.0,49000.0,45000.0,45000.0
CF7,2005 - 2014,,,,
CF7,2015 +,557166.0,557166.0,557166.0,557166.0
CF71,1995 - 2004,48500.0,825000.0,165808.3,130500.0
CF71,2005 - 2014,120000.0,1279000.0,362001.86,327500.0
CF71,2015 +,18000.0,1425000.0,449631.9,415000.0
CF72,1995 - 2004,16000.0,285000.0,95438.75,75250.0
CF72,2005 - 2014,60000.0,410000.0,169996.3,148250.0
CF72,2015 +,9700.0,5250000.0,263771.45,198725.0
CF8,1995 - 2004,19000.0,128000.0,63494.444444444445,60000.0
CF8,2005 - 2014,,,,
CF8,2015 +,50000.0,370000.0,189333.33333333334,148000.0
CF81,1995 - 2004,6750.0,172000.0,40965.81,36500.0
CF81,2005 - 2014,25000.0,350000.0,93700.85,85000.0
CF81,2015 +,3000.0,340000.0,110188.95,97750.0
CF82,1995 - 2004,17000.0,160000.0,59845.3,52750.0
CF82,2005 - 2014,56000.0,249950.0,127146.25,117000.0
CF82,2015 +,75000.0,800000.0,172011.45,136250.0
CF83,1995 - 2004,10000.0,224000.0,68018.75,59972.5
CF83,2005 - 2014,23750.0,352500.0,137076.24,117500.0
CF83,2015 +,5750.0,440000.0,178897.24,160000.0
CF99,1995 - 2004,,,,
CF99,2005 - 2014,40500000.0,40500000.0,40500000.0,40500000.0
CF99,2015 +,47000000.0,47000000.0,47000000.0,47000000.0
CH1,1995 - 2004,22000.0,462500.0,102077.52,75000.0
CH1,2005 - 2014,54500.0,12420000.0,280273.8,139725.0
CH1,2015 +,52500.0,1980000.0,237975.25,171000.0
CH2,1995 - 2004,30000.0,445000.0,101653.2,76692.5
CH2,2005 - 2014,83000.0,677500.0,200327.02,185000.0
CH2,2015 +,105000.0,850000.0,255155.92,230250.0
CH3,1995 - 2004,25000.0,631000.0,131389.85,100000.0
CH3,2005 - 2014,41750.0,5150986.0,290576.42,194000.0
CH3,2015 +,60900.0,1240000.0,288456.07,252500.0
CH4,1995 - 2004,750.0,300000.0,88775.8,68375.0
CH4,2005 - 2014,65500.0,1000000.0,203502.45,165250.0
CH4,2015 +,60000.0,925900.0,274723.88,207500.0
CH41,1995 - 2004,10000.0,137000.0,35902.2,31750.0
CH41,2005 - 2014,20000.0,325000.0,82608.1,75000.0
CH41,2015 +,33500.0,1200000.0,116380.66,99997.5
CH42,1995 - 2004,7000.0,370000.0,56089.37,36500.0
CH42,2005 - 2014,24000.0,604000.0,105283.59,95500.0
CH42,2015 +,100.0,2100000.0,127950.12,95400.0
CH43,1995 - 2004,12000.0,763750.0,94920.35,65000.0
CH43,2005 - 2014,25000.0,450000.0,155250.96,125000.0
CH43,2015 +,39999.0,1375000.0,201793.18,168750.0
CH44,1995 - 2004,8000.0,248000.0,48211.75,39975.0
CH44,2005 - 2014,27500.0,240000.0,99893.35,90000.0
CH44,2015 +,35000.0,280000.0,118459.99,109250.0
CH45,1995 - 2004,312.0,225000.0,66353.9,55000.0
CH45,2005 - 2014,30000.0,420000.0,136887.9,123500.0
CH45,2015 +,30000.0,675000.0,179909.95,160000.0
CH46,1995 - 2004,19000.0,500000.0,71437.74,56500.0
CH46,2005 - 2014,31400.0,240000.0,131996.95,124975.0
CH46,2015 +,35000.0,432000.0,167861.65,151000.0
CH47,1995 - 2004,20000.0,483000.0,116751.5,92500.0
CH47,2005 - 2014,90000.0,600000.0,226223.61,206000.0
CH47,2015 +,81000.0,1275000.0,302688.2,253250.0
CH48,1995 - 2004,6000.0,425000.0,123695.9,100500.0
CH48,2005 - 2014,27950.0,1900000.0,273829.68,216000.0
CH48,2015 +,74000.0,1336500.0,353767.3,262500.0
CH49,1995 - 2004,23500.0,240000.0,70515.28,57500.0
CH49,2005 - 2014,32000.0,499999.0,151387.84,133225.0
CH49,2015 +,800.0,1080000.0,203425.44,182500.0
CH5,1995 - 2004,13797.0,218000.0,69915.97,56500.0
CH5,2005 - 2014,60000.0,33850000.0,496791.65,135000.0
CH5,2015 +,36126.0,1627500.0,190449.63,138000.0
CH6,1995 - 2004,17000.0,167000.0,63150.5,53975.0
CH6,2005 - 2014,14000.0,445000.0,131744.19,124975.0
CH6,2015 +,42000.0,1750000.0,177693.65,148747.5
CH60,1995 - 2004,7250.0,650000.0,170395.76,139950.0
CH60,2005 - 2014,60000.0,950000.0,295997.5,249975.0
CH60,2015 +,1000.0,3750000.0,428992.5,322500.0
CH61,1995 - 2004,23000.0,286000.0,83574.89,69500.0
CH61,2005 - 2014,72000.0,392500.0,185652.95,175500.0
CH61,2015 +,70000.0,640000.0,247182.12,223250.0
CH62,1995 - 2004,23500.0,395000.0,74093.15,59887.5
CH62,2005 - 2014,57000.0,480000.0,141025.67,129725.0
CH62,2015 +,52000.0,6900000.0,292028.71,165500.0
CH63,1995 - 2004,30000.0,568000.0,100360.45,77625.0
CH63,2005 - 2014,82000.0,490000.0,178478.1,165000.0
CH63,2015 +,40000.0,610000.0,220890.87,206500.0
CH64,1995 - 2004,28000.0,660000.0,121403.95,92725.0
CH64,2005 - 2014,75000.0,680000.0,227097.77,185000.0
CH64,2015 +,79000.0,1100000.0,327918.36,248975.0
CH65,1995 - 2004,16000.0,232000.0,73577.25,58475.0
CH65,2005 - 2014,49000.0,465500.0,121749.35,115507.5
CH65,2015 +,37500.0,2716000.0,164286.7,128000.0
CH66,1995 - 2004,28500.0,330000.0,82465.07,64000.0
CH66,2005 - 2014,42950.0,402500.0,151344.1,142750.0
CH66,2015 +,60000.0,450000.0,189487.45,170500.0
CH7,1995 - 2004,26200.0,475000.0,89385.8,68000.0
CH7,2005 - 2014,72000.0,405000.0,167449.53,149625.0
CH7,2015 +,73500.0,870000.0,228520.35,178225.0
CH8,1995 - 2004,10000.0,247000.0,79449.2,62000.0
CH8,2005 - 2014,37000.0,425000.0,148035.45,125000.0
CH8,2015 +,42000.0,915000.0,170360.17,135000.0
CH99,1995 - 2004,,,,
CH99,2005 - 2014,3590663.0,3590663.0,3590663.0,3590663.0
CH99,2015 +,,,,
CM0,1995 - 2004,21150.0,450000.0,117920.51,88500.0
CM0,2005 - 2014,69950.0,865000.0,213556.85,187000.0
CM0,2015 +,2500.0,2600000.0,378661.15,305000.0
CM1,1995 - 2004,8750.0,420000.0,108530.9,95000.0
CM1,2005 - 2014,90000.0,34375000.0,590016.75,217750.0
CM1,2015 +,95000.0,1566711.0,387809.81,341497.5
CM11,1995 - 2004,35000.0,525000.0,160160.41,130475.0
CM11,2005 - 2014,95000.0,1400000.0,305991.77,242000.0
CM11,2015 +,162000.0,2165000.0,555120.07,441500.0
CM12,1995 - 2004,40500.0,499000.0,145470.5,114750.0
CM12,2005 - 2014,104000.0,912500.0,325414.0,280000.0
CM12,2015 +,95000.0,1650000.0,449161.35,397750.0
CM13,1995 - 2004,22000.0,762500.0,162413.79,131997.5
CM13,2005 - 2014,66000.0,1750000.0,313023.34,230000.0
CM13,2015 +,112500.0,1815000.0,522515.72,444997.5
CM14,1995 - 2004,31000.0,460000.0,146102.58,117500.0
CM14,2005 - 2014,58900.0,1604998.0,290783.84,238750.0
CM14,2015 +,1500.0,1150000.0,428791.0,391500.0
CM15,1995 - 2004,1000.0,782000.0,173416.9,147500.0
CM15,2005 - 2014,28000.0,920000.0,339394.75,294997.5
CM15,2015 +,25000.0,2200000.0,507725.0,425000.0
CM16,1995 - 2004,35000.0,1310000.0,187228.03,152495.0
CM16,2005 - 2014,110000.0,850000.0,347643.57,340000.0
CM16,2015 +,40000.0,2030000.0,589389.69,520000.0
CM17,1995 - 2004,20500.0,575000.0,133493.12,103725.0
CM17,2005 - 2014,60000.0,1250000.0,264485.55,221000.0
CM17,2015 +,82500.0,1150000.0,363411.16,336000.0
CM18,1995 - 2004,29500.0,250000.0,78959.6,70500.0
CM18,2005 - 2014,29000.0,475000.0,155876.07,148250.0
CM18,2015 +,90000.0,460000.0,269865.25,263000.0
CM19,1995 - 2004,21500.0,385000.0,90158.15,69975.0
CM19,2005 - 2014,40000.0,645000.0,182691.12,163250.0
CM19,2015 +,48000.0,3600000.0,390479.94,300000.0
CM2,1995 - 2004,20900.0,290000.0,114998.85,105000.0
CM2,2005 - 2014,61995.0,571500.0,229390.02,205225.0
CM2,2015 +,97500.0,2480400.0,394599.45,340475.0
CM20,1995 - 2004,11000.0,945000.0,91948.92,77500.0
CM20,2005 - 2014,30625.0,540000.0,175110.55,158997.5
CM20,2015 +,46373.0,660000.0,285245.26,267500.0
CM21,1995 - 2004,31500.0,1250000.0,145523.7,111800.0
CM21,2005 - 2014,82000.0,1525000.0,274182.75,227500.0
CM21,2015 +,80000.0,3180000.0,474011.25,398500.0
CM22,1995 - 2004,11800.0,950000.0,199148.9,169000.0
CM22,2005 - 2014,105000.0,1171500.0,350396.29,291747.5
CM22,2015 +,10000.0,6822380.0,520670.38,430750.0
CM23,1995 - 2004,38000.0,627500.0,146020.55,125000.0
CM23,2005 - 2014,107000.0,1435000.0,324175.76,255000.0
CM23,2015 +,153000.0,2600000.0,459743.8,407500.0
CM24,1995 - 2004,32500.0,1180000.0,141556.57,108000.0
CM24,2005 - 2014,87500.0,760000.0,285128.86,248000.0
CM24,2015 +,139000.0,123965000.0,1647495.75,375250.0
CM3,1995 - 2004,20000.0,570000.0,146648.09,120000.0
CM3,2005 - 2014,81500.0,1165000.0,290341.3,224000.0
CM3,2015 +,70000.0,1900000.0,437664.65,393750.0
CM4,1995 - 2004,32000.0,800000.0,226570.7,174000.0
CM4,2005 - 2014,150000.0,2600000.0,482933.72,375000.0
CM4,2015 +,10000.0,3850000.0,775108.34,605000.0
CM5,1995 - 2004,36500.0,700000.0,184148.53,139995.0
CM5,2005 - 2014,85000.0,1500000.0,374079.3,318500.0
CM5,2015 +,90000.0,2310000.0,525347.95,427500.0
CM6,1995 - 2004,27950.0,785000.0,184777.8,148975.0
CM6,2005 - 2014,78000.0,950000.0,308126.05,277000.0
CM6,2015 +,98160.0,1200000.0,426358.64,352500.0
CM7,1995 - 2004,34995.0,485000.0,108936.66,90000.0
CM7,2005 - 2014,56000.0,381000.0,183835.55,166000.0
CM7,2015 +,95000.0,1200000.0,300067.9,266000.0
CM77,1995 - 2004,34500.0,435000.0,151087.8,131250.0
CM77,2005 - 2014,33000.0,1000000.0,261062.67,230000.0
CM77,2015 +,2000.0,4618800.0,444162.05,377497.5
CM8,1995 - 2004,22000.0,560000.0,98021.71,80000.0
CM8,2005 - 2014,6200.0,853500.0,203338.6,160000.0
CM8,2015 +,113350.0,1200000.0,298510.45,252500.0
CM9,1995 - 2004,36000.0,635000.0,125705.02,106500.0
CM9,2005 - 2014,95000.0,955000.0,239317.4,200000.0
CM9,2015 +,12000.0,2545000.0,399639.61,323500.0
CO1,1995 - 2004,26500.0,300000.0,84339.33,70750.0
CO1,2005 - 2014,30000.0,1266000.0,165149.01,148250.0
CO1,2015 +,61000.0,5095839.0,269110.74,182997.5
CO10,1995 - 2004,21350.0,300000.0,105326.63,84250.0
CO10,2005 - 2014,80000.0,1350000.0,245571.8,180875.0
CO10,2015 +,55000.0,950000.0,334016.6,276000.0
CO11,1995 - 2004,17000.0,450000.0,115364.47,88500.0
CO11,2005 - 2014,69000.0,1100000.0,210787.74,169995.0
CO11,2015 +,92000.0,800000.0,321729.8,303500.0
CO12,1995 - 2004,15000.0,300000.0,82438.3,69500.0
CO12,2005 - 2014,46500.0,550000.0,160860.87,140500.0
CO12,2015 +,21000.0,490000.0,195130.5,180000.0
CO13,1995 - 2004,15000.0,408000.0,111463.0,87500.0
CO13,2005 - 2014,65000.0,745000.0,224470.7,189000.0
CO13,2015 +,98000.0,1375000.0,334418.25,288500.0
CO14,1995 - 2004,20000.0,240000.0,88253.35,66000.0
CO14,2005 - 2014,40000.0,445000.0,177518.45,164500.0
CO14,2015 +,58000.0,789500.0,231834.45,219997.5
CO15,1995 - 2004,9000.0,215000.0,76554.7,68500.0
CO15,2005 - 2014,20000.0,490000.0,145693.65,134000.0
CO15,2015 +,49500.0,695000.0,207984.85,176250.0
CO16,1995 - 2004,12250.0,250000.0,92757.65,83000.0
CO16,2005 - 2014,60000.0,468000.0,184951.8,171250.0
CO16,2015 +,23000.0,1350000.0,272757.21,238000.0
CO2,1995 - 2004,27000.0,285000.0,92039.82,80000.0
CO2,2005 - 2014,60000.0,395000.0,162572.01,152225.0
CO2,2015 +,1000.0,1175000.0,274914.58,238000.0
CO3,1995 - 2004,24000.0,498000.0,120786.95,100500.0
CO3,2005 - 2014,70000.0,700000.0,214090.46,194000.0
CO3,2015 +,86000.0,1250000.0,337679.34,298750.0
CO4,1995 - 2004,25500.0,425000.0,110348.35,91250.0
CO4,2005 - 2014,70000.0,540000.0,181935.75,162875.0
CO4,2015 +,69000.0,510000.0,270968.02,263995.0
CO5,1995 - 2004,31504.0,407000.0,114755.54,96250.0
CO5,2005 - 2014,60500.0,680000.0,235227.77,213000.0
CO5,2015 +,50000.0,768000.0,353029.9,329997.5
CO6,1995 - 2004,25000.0,390000.0,136873.65,110000.0
CO6,2005 - 2014,82000.0,1022500.0,278901.37,243560.0
CO6,2015 +,98000.0,1700000.0,448773.3,372500.0
CO7,1995 - 2004,23000.0,775000.0,111797.92,95500.0
CO7,2005 - 2014,65000.0,1210000.0,260341.4,190500.0
CO7,2015 +,1000.0,1075000.0,331933.41,317500.0
CO8,1995 - 2004,24700.0,730000.0,157020.73,105500.0
CO8,2005 - 2014,76000.0,790000.0,288004.5,240000.0
CO8,2015 +,143500.0,2250000.0,466699.9,380000.0
CO9,1995 - 2004,24000.0,345000.0,100604.1,80747.5
CO9,2005 - 2014,60000.0,635000.0,205236.29,181000.0
CO9,2015 +,99750.0,895000.0,276048.45,258750.0
CR0,1995 - 2004,15250.0,300000.0,120001.85,106625.0
CR0,2005 - 2014,500.0,583000.0,212712.99,201000.0
CR0,2015 +,60000.0,21500000.0,553710.59,315000.0
CR2,1995 - 2004,34000.0,528000.0,147673.17,126000.0
CR2,2005 - 2014,100000.0,1000000.0,292148.0,249975.0
CR2,2015 +,1000.0,1100000.0,425290.73,377500.0
CR24,1995 - 2004,,,,
CR24,2005 - 2014,,,,
CR24,2015 +,25000.0,25000.0,25000.0,25000.0
CR3,1995 - 2004,37000.0,800000.0,166025.71,141250.0
CR3,2005 - 2014,65000.0,1400000.0,297852.27,239475.0
CR3,2015 +,90000.0,2000000.0,471319.44,398725.0
CR4,1995 - 2004,24000.0,800000.0,110303.9,94250.0
CR4,2005 - 2014,94000.0,425000.0,209464.57,210000.0
CR4,2015 +,26500.0,1250000.0,390331.35,381000.0
CR5,1995 - 2004,40000.0,610000.0,193912.95,158450.0
CR5,2005 - 2014,61250.0,640000.0,299477.95,271000.0
CR5,2015 +,18500.0,3000000.0,520125.41,477500.0
CR6,1995 - 2004,46500.0,940000.0,222641.0,186000.0
CR6,2005 - 2014,44000.0,1270000.0,357348.43,295000.0
CR6,2015 +,160000.0,2175000.0,548708.65,467500.0
CR7,1995 - 2004,16000.0,347999.0,109293.49,90500.0
CR7,2005 - 2014,74000.0,410000.0,212142.5,212500.0
CR7,2015 +,10000.0,850000.0,319346.23,310000.0
CR8,1995 - 2004,32950.0,2225000.0,207095.5,163500.0
CR8,2005 - 2014,116500.0,1870000.0,421111.05,320620.5
CR8,2015 +,71000.0,1900000.0,595382.88,490000.0
CR9,1995 - 2004,125000.0,125000.0,125000.0,125000.0
CR9,2005 - 2014,550000.0,30161890.0,5538076.571428572,1075000.0
CR9,2015 +,92150.0,75400000.0,15109462.28125,7670000.0
CT1,1995 - 2004,26000.0,350000.0,101724.91,79225.0
CT1,2005 - 2014,54250.0,525000.0,217174.85,194975.0
CT1,2015 +,10000.0,2950000.0,324825.21,248750.0
CT10,1995 - 2004,29000.0,350000.0,102451.45,82000.0
CT10,2005 - 2014,52000.0,495000.0,217683.32,200000.0
CT10,2015 +,5000.0,2950000.0,385266.9,297497.5
CT11,1995 - 2004,20000.0,225000.0,69999.75,55500.0
CT11,2005 - 2014,18000.0,910000.0,171862.95,151250.0
CT11,2015 +,12500.0,10230000.0,353148.05,220000.0
CT12,1995 - 2004,14950.0,400000.0,83840.3,73000.0
CT12,2005 - 2014,72000.0,520000.0,162078.75,149950.0
CT12,2015 +,72250.0,2500000.0,286980.5,230000.0
CT13,1995 - 2004,33000.0,462750.0,119595.8,94750.0
CT13,2005 - 2014,46000.0,650000.0,213241.65,177500.0
CT13,2015 +,80000.0,3900000.0,406619.85,309750.0
CT14,1995 - 2004,17000.0,337500.0,94120.62,74406.0
CT14,2005 - 2014,34000.0,685000.0,189488.5,173500.0
CT14,2015 +,22000.0,1463000.0,317004.3,272475.0
CT15,1995 - 2004,24500.0,485000.0,120422.3,87750.0
CT15,2005 - 2014,73000.0,775000.0,243517.87,216500.0
CT15,2015 +,15000.0,1700000.0,352586.9,278997.5
CT16,1995 - 2004,20000.0,249000.0,74173.35,60000.0
CT16,2005 - 2014,40000.0,1000000.0,167216.25,130000.0
CT16,2015 +,2000.0,650000.0,230108.95,205000.0
CT17,1995 - 2004,15000.0,249950.0,70284.62,58072.5
CT17,2005 - 2014,27000.0,720000.0,135693.04,117750.0
CT17,2015 +,15000.0,490000.0,166604.95,151500.0
CT18,1995 - 2004,26250.0,370000.0,125291.61,113500.0
CT18,2005 - 2014,42000.0,685000.0,231317.18,215025.0
CT18,2015 +,102000.0,725000.0,328511.7,311250.0
CT19,1995 - 2004,22260.0,268500.0,77767.13,59975.0
CT19,2005 - 2014,70000.0,380000.0,158021.71,148500.0
CT19,2015 +,82500.0,865000.0,239617.9,205000.0
CT2,1995 - 2004,14000.0,415000.0,118719.51,100225.0
CT2,2005 - 2014,26250.0,590000.0,210028.81,202250.0
CT2,2015 +,85000.0,1250000.0,380111.62,297500.0
CT20,1995 - 2004,12500.0,285000.0,80051.9,61625.0
CT20,2005 - 2014,23000.0,810000.0,180471.82,140000.0
CT20,2015 +,8000.0,4332818.0,292123.77,212500.0
CT21,1995 - 2004,21950.0,395000.0,129066.85,118000.0
CT21,2005 - 2014,84950.0,1025000.0,233272.29,198975.0
CT21,2015 +,5000.0,26400000.0,625437.12,311250.0
CT3,1995 - 2004,30000.0,950000.0,147640.2,115500.0
CT3,2005 - 2014,61500.0,1050000.0,249458.93,195500.0
CT3,2015 +,56998.0,1300000.0,339281.62,279997.5
CT4,1995 - 2004,37500.0,1010000.0,178981.07,145250.0
CT4,2005 - 2014,78950.0,720000.0,295145.39,249999.5
CT4,2015 +,1000.0,1475000.0,451147.5,387475.0
CT5,1995 - 2004,18000.0,290000.0,117624.35,100000.0
CT5,2005 - 2014,87000.0,650000.0,248865.18,215000.0
CT5,2015 +,4500.0,6600000.0,441890.95,325800.0
CT6,1995 - 2004,23500.0,330000.0,108636.15,99950.0
CT6,2005 - 2014,43000.0,499995.0,198257.46,192750.0
CT6,2015 +,30000.0,640000.0,282842.05,262500.0
CT7,1995 - 2004,15000.0,315000.0,103322.8,87000.0
CT7,2005 - 2014,68500.0,425000.0,179949.8,177000.0
CT7,2015 +,17000.0,3015000.0,315765.9,262500.0
CT8,1995 - 2004,15500.0,325000.0,77402.0,66500.0
CT8,2005 - 2014,45500.0,452500.0,174104.91,170000.0
CT8,2015 +,35000.0,2000000.0,277337.95,237500.0
CT9,1995 - 2004,9000.0,325000.0,75526.2,63975.0
CT9,2005 - 2014,18000.0,600000.0,146968.38,134000.0
CT9,2015 +,50000.0,1000000.0,248893.76,210000.0
CV1,1995 - 2004,4833.0,193000.0,57457.18,50250.0
CV1,2005 - 2014,47000.0,450000.0,122916.02,114950.0
CV1,2015 +,63500.0,59180000.0,979374.81,162000.0
CV10,1995 - 2004,15000.0,174950.0,66090.75,57250.0
CV10,2005 - 2014,36000.0,365000.0,131944.95,120500.0
CV10,2015 +,75000.0,4500000.0,252452.5,186500.0
CV11,1995 - 2004,16000.0,279000.0,85082.85,82750.0
CV11,2005 - 2014,54000.0,485000.0,144611.55,125000.0
CV11,2015 +,62500.0,559000.0,237314.35,209997.5
CV12,1995 - 2004,14300.0,495000.0,79897.5,59997.5
CV12,2005 - 2014,59000.0,415000.0,141203.11,130000.0
CV12,2015 +,60000.0,1700000.0,207498.0,184000.0
CV13,1995 - 2004,15981.0,690000.0,135284.41,111750.0
CV13,2005 - 2014,74000.0,705000.0,258227.89,225750.0
CV13,2015 +,86500.0,1055100.0,347791.25,285000.0
CV2,1995 - 2004,14000.0,200000.0,61230.89,50000.0
CV2,2005 - 2014,32500.0,250000.0,115705.8,112000.0
CV2,2015 +,75000.0,60200000.0,780184.28,175500.0
CV21,1995 - 2004,25000.0,247000.0,68014.35,56750.0
CV21,2005 - 2014,60000.0,385000.0,140483.15,121250.0
CV21,2015 +,88500.0,1399492.0,232870.77,179250.0
CV22,1995 - 2004,26500.0,385000.0,102153.12,80250.0
CV22,2005 - 2014,64000.0,485000.0,183398.14,162500.0
CV22,2015 +,42000.0,940000.0,295608.04,263500.0
CV23,1995 - 2004,29000.0,590000.0,142399.5,120000.0
CV23,2005 - 2014,95000.0,810000.0,222208.16,192497.5
CV23,2015 +,66250.0,850000.0,330420.45,320000.0
CV3,1995 - 2004,22500.0,340000.0,88793.35,71500.0
CV3,2005 - 2014,50000.0,375000.0,146713.35,130497.5
CV3,2015 +,50000.0,595000.0,216641.23,197250.0
CV31,1995 - 2004,26500.0,472500.0,106194.92,86625.0
CV31,2005 - 2014,77500.0,1140000.0,205135.45,175000.0
CV31,2015 +,80000.0,710000.0,293255.09,263997.5
CV32,1995 - 2004,37000.0,425000.0,131912.45,114250.0
CV32,2005 - 2014,34056.0,920000.0,251789.29,227500.0
CV32,2015 +,25000.0,925000.0,337467.0,313750.0
CV33,1995 - 2004,40500.0,625000.0,163674.19,142250.0
CV33,2005 - 2014,25000.0,887500.0,252134.72,207500.0
CV33,2015 +,60000.0,2100000.0,375498.33,329997.5
CV34,1995 - 2004,20000.0,349500.0,119878.65,109950.0
CV34,2005 - 2014,42500.0,2950000.0,258450.66,189650.0
CV34,2015 +,20000.0,890000.0,337579.25,285375.0
CV35,1995 - 2004,38950.0,790000.0,169593.46,144997.5
CV35,2005 - 2014,105000.0,3500000.0,359382.09,280000.0
CV35,2015 +,71289.0,2365000.0,466402.54,396500.0
CV36,1995 - 2004,29500.0,1250000.0,194123.22,153475.0
CV36,2005 - 2014,97950.0,1000000.0,307438.26,255500.0
